prediction_raw,actual_return,signal,overflow,pnl,cumulative_pnl
1.6573368035782195e-07,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-6.4000000000001556e-06
2.2850632518936598e-07,0.0,1.0,False,0.0,-6.4000000000001556e-06
1.5698952042280058e-07,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-6.499999999999562e-06
1.9966796990697766e-07,-1.0000000000114084e-07,1.0,False,-1.0000000000114084e-07,-6.6000000000007025e-06
2.63656689961273e-07,0.0,1.0,False,0.0,-6.6000000000007025e-06
-4.225571857341114e-07,-9.999999999940612e-08,-1.0,False,9.999999999940612e-08,-6.500000000001296e-06
-2.422885110472142e-07,0.0,-1.0,False,-0.0,-6.500000000001296e-06
-2.1356597245270698e-07,0.0,-1.0,False,-0.0,-6.500000000001296e-06
-1.5843722902131406e-07,-9.999999999940612e-08,-1.0,False,9.999999999940612e-08,-6.40000000000189e-06
-2.953325540967477e-08,0.0,-1.0,False,-0.0,-6.40000000000189e-06
-1.447708598513469e-09,-1.0000000000114084e-07,-1.0,False,1.0000000000114084e-07,-6.3000000000007494e-06
-4.5689683369085087e-08,0.0,-1.0,False,-0.0,-6.3000000000007494e-06
5.679650373688042e-07,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-6.4000000000001556e-06
5.016599835568873e-07,0.0,1.0,False,0.0,-6.4000000000001556e-06
5.518086094093939e-07,1.1999999999998123e-06,1.0,False,1.1999999999998123e-06,-5.200000000000343e-06
7.866269440882785e-07,2.0000000000054696e-07,1.0,False,2.0000000000054696e-07,-4.999999999999796e-06
7.208430653718266e-07,-1.0000000000114084e-07,1.0,False,-1.0000000000114084e-07,-5.100000000000937e-06
8.289000351648719e-07,0.0,1.0,False,0.0,-5.100000000000937e-06
8.883719043918052e-07,-9.999999999940612e-08,1.0,False,-9.999999999940612e-08,-5.200000000000343e-06
7.897539946610677e-07,-9.999999999992654e-07,1.0,False,-9.999999999992654e-07,-6.199999999999609e-06
8.108326318554238e-07,-2.999999999999531e-07,1.0,False,-2.999999999999531e-07,-6.499999999999562e-06
6.8789321766966e-07,0.0,1.0,False,0.0,-6.499999999999562e-06
3.3355206109750326e-07,0.0,1.0,False,0.0,-6.499999999999562e-06
1.9318223538563731e-07,9.999999999940612e-08,1.0,False,9.999999999940612e-08,-6.4000000000001556e-06
1.9619346927054534e-07,0.0,1.0,False,0.0,-6.4000000000001556e-06
2.424622360790358e-07,0.0,1.0,False,0.0,-6.4000000000001556e-06
4.1786660987492776e-07,0.0,1.0,False,0.0,-6.4000000000001556e-06
4.717213697396288e-07,0.0,1.0,False,0.0,-6.4000000000001556e-06
